last_name,first_name,tv_name,id,country,gender,seed,seedValue,bio_image,birth_date,birth_place,residence,height,weight,plays,turned_pro,country_long,singles_rank,doubles_rank,career-prize-money,events_entered/0/event_id,events_entered/0/event_name,events_entered/0/seed,maxServe,timeOnCourt,featureImage,events_entered/1/event_id,events_entered/1/event_name,events_entered/1/seed,events_entered/2/event_id,events_entered/2/event_name,events_entered/2/seed
Koepfer,Dominik,D. Koepfer,atpke73,GER,M,false,,atpke73.jpg,29 April 1994,"Furtwangen, Germany","Tampa, FL, USA"," 5' 11"" / 1.80 meters",175 lbs. / 79.4 kilos,Left,2016,Germany,63,124,"1,864,888",MS,Men's Singles,,128 MPH,09:03,,MD,Men's Doubles,,,,
Kohlschreiber,Philipp,P. Kohlschreiber,atpk435,GER,M,false,,atpk435.jpg,16 October 1983,"Augsburg, Germany","Kitzbuhel, Austria"," 5' 10"" / 1.78 meters",154 lbs. / 69.9 kilos,Right,2001,Germany,109,0,"13,531,727",MS,Men's Singles,,142 MPH,05:43,,,,,,,
Kokkinakis,Thanasi,T. Kokkinakis,atpkd46,AUS,M,false,,atpkd46.jpg,10 April 1996,"Adelaide, Australia","Adelaide, Australia"," 6' 4"" / 1.93 meters",185 lbs. / 83.9 kilos,Right,2013,Australia,180,446,"1,654,468",MQ,Men's Qual Singles,,-,04:36,,,,,,,
Kolar,Zdenek,Z. Kolar,atpkh56,CZE,M,false,,atpkh56.jpg,09 October 1996,"Bystrice nad Pernstejnem, CZE","Bystrice nad Pernstejnem, CZE"," 6' 1"" / 1.85 meters",168 lbs. / 76.2 kilos,Right,2014,Czech Republic,185,128,"507,688",MQ,Men's Qual Singles,,-,02:44,,,,,,,
Kontinen,Henri,H. Kontinen,atpka80,FIN,M,false,,atpka80.jpg,19 June 1990,"Helsinki, Finland","Tallinn, Estonia"," 6' 3"" / 1.91 meters",181 lbs. / 82.1 kilos,Right,2008,Finland,0,46,"3,578,167",MD,Men's Doubles,,-,02:12,,,,,,,
Koolhof,Wesley,W. Koolhof,atpkc41,NED,M,false,,atpkc41.jpg,17 April 1989,"Zevenaar, Netherlands","Duiven, Netherlands"," 6' 0"" / 1.83 meters",172 lbs. / 78.0 kilos,Right,2008,Netherlands,0,21,"1,684,494",MD,Men's Doubles,10,-,05:04,,,,,,,
Kopriva,Vit,V. Kopriva,atpki82,CZE,M,false,,atpki82.jpg,15 June 1997,"Bilovec, Czech Republic","Prostejov, Czech Republic"," 5' 10"" / 1.78 meters",152 lbs. / 68.9 kilos,Right,2015,Czech Republic,198,315,"163,309",MQ,Men's Qual Singles,,-,01:17,,,,,,,
Korda,Sebastian,S. Korda,atpk0ah,USA,M,false,,atpk0ah.jpg,05 July 2000,"Bradenton, FL, USA","Bradenton, FL, USA"," 6' 5"" / 1.96 meters",170 lbs. / 77.1 kilos,Right,2018,United States of America,42,177,"1,176,911",MS,Men's Singles,,126 MPH,00:47,https://images.usopen.org/ix-events-usta-players/action/atpk0ah.jpg,,,,,,
Kovacevic,Aleksandar,A. Kovacevic,atpk0az,USA,M,false,,atpk0az.jpg,29 August 1998,New York,"Boca Raton, FL, USA"," 6' 0"" / 1.83 meters",167 lbs. / 75.7 kilos,Right,,United States of America,377,702,"66,137",MQ,Men's Qual Singles,,-,06:09,,,,,,,
Kozlov,Stefan,S. Kozlov,atpke64,USA,M,false,,atpke64.jpg,01 February 1998,"Skopje, Macedonia","Pembroke Pines, FL, USA"," 6' 0"" / 1.83 meters",174 lbs. / 78.9 kilos,Right,2013,United States of America,301,513,"553,168",MQ,Men's Qual Singles,,-,02:22,,,,,,,
Krajicek,Austin,A. Krajicek,atpka00,USA,M,false,,atpka00.jpg,16 June 1990,"Tampa, FL, USA","Plano, TX, USA"," 6' 2"" / 1.88 meters",175 lbs. / 79.4 kilos,Left,2012,United States of America,0,43,"1,551,706",MD,Men's Doubles,,-,08:28,,XD,Mixed Doubles,,,,
Krajinovic,Filip,F. Krajinovic,atpkb05,SRB,M,true,32,atpkb05.jpg,27 February 1992,"Sombor, Serbia","Belgrade, Serbia"," 6' 1"" / 1.85 meters",165 lbs. / 74.8 kilos,Right,2008,Serbia,37,307,"4,565,721",MS,Men's Singles,32,122 MPH,04:15,https://images.usopen.org/ix-events-usta-players/action/atpkb05.jpg,MD,Men's Doubles,,,,
Krawietz,Kevin,K. Krawietz,atpkb92,GER,M,false,,atpkb92.jpg,24 January 1992,"Coburg, Germany","Munich, Germany"," 6' 2"" / 1.88 meters",187 lbs. / 84.8 kilos,Right,2010,Germany,878,14,"1,716,785",MD,Men's Doubles,6,-,05:48,,,,,,,
Krueger,Mitchell,M. Krueger,atpkc12,USA,M,false,,atpkc12.jpg,12 January 1994,"Fort Worth, TX, USA","Dallas, TX, USA"," 6' 2"" / 1.88 meters",180 lbs. / 81.6 kilos,Right,2012,United States of America,182,236,"926,668",MD,Men's Doubles,,-,06:06,,XD,Mixed Doubles,,MQ,Men's Qual Singles,
Kubler,Jason,J. Kubler,atpkb95,AUS,M,false,,atpkb95.jpg,19 May 1993,"Brisbane, Australia","Brisbane, Australia"," 5' 10"" / 1.78 meters",163 lbs. / 73.9 kilos,Right,2011,Australia,217,686,"617,425",,,,-,-,,,,,,,
Kubot,Lukasz,L. Kubot,atpk540,POL,M,false,,atpk540.jpg,16 May 1982,"Boleslawiec, Poland","Lubin, Poland"," 6' 3"" / 1.91 meters",194 lbs. / 88.0 kilos,Right,2002,Poland,0,17,"8,615,804",MD,Men's Doubles,9,-,02:56,,XD,Mixed Doubles,,,,
Kudla,Denis,D. Kudla,atpkb09,USA,M,false,,atpkb09.jpg,17 August 1992,"Kiev, Ukraine","Palm Coast, FL, USA"," 5' 11"" / 1.80 meters",175 lbs. / 79.4 kilos,Right,2010,United States of America,96,314,"3,523,631",MS,Men's Singles,,130 MPH,05:24,,,,,,,
Kukushkin,Mikhail,M. Kukushkin,atpk926,KAZ,M,false,,atpk926.jpg,26 December 1987,"Volgograd, Russia","Nur-Sultan, Kazakhstan"," 6' 0"" / 1.83 meters",159 lbs. / 72.1 kilos,Right,2006,Kazakhstan,142,130,"6,489,427",MS,Men's Singles,,123 MPH,10:57,https://images.usopen.org/ix-events-usta-players/action/atpk926.jpg,MQ,Men's Qual Singles,13,,,
Kunieda,Shingo,S. Kunieda,itf800231597,JPN,M,false,,itf800231597.jpg,21 February 1984,Tokyo; Japan,Kashiwa; Japan, ,,Right,,Japan,1,5,,CS,WC Men's Singles,1,85 MPH,05:07,,CD,WC Men's Doubles,,,,
Kuzmanov,Dimitar,D. Kuzmanov,atpkc33,BUL,M,false,,atpkc33.jpg,28 July 1993,"Plovdiv, Bulgaria","Sofia, Bulgaria"," 6' 0"" / 1.83 meters",170 lbs. / 77.1 kilos,Right,2009,Bulgaria,228,812,"337,688",MQ,Men's Qual Singles,,-,01:55,,,,,,,
Kuzuhara,Bruno,B. Kuzuhara,atpk0hn,USA,M,false,,atpk0hn.jpg,01 April 2004,São Paulo,"Coconut Creek, USA"," 5' 9"" / 1.75 meters",150 lbs. / 68.0 kilos,Right,,United States of America,1332,1670,"1,510",XD,Mixed Doubles,,125 MPH,07:59,,BS,Junior Boys' Singles,4,BD,Junior Boys' Doubles,
Kwiatkowski,Thai-Son,T. Kwiatkowski,atpkd35,USA,M,false,,atpkd35.jpg,13 February 1995,"Charlotte, NC, USA","Charlottesville, VA, USA"," 6' 2"" / 1.88 meters",179 lbs. / 81.2 kilos,Right,2017,United States of America,218,359,"417,319",MQ,Men's Qual Singles,,-,02:04,,,,,,,
Kwon,Soonwoo,S. Kwon,atpkf17,KOR,M,false,,atpkf17.jpg,02 December 1997,"Sangju, South Korea","Seoul, South Korea"," 5' 11"" / 1.80 meters",159 lbs. / 72.1 kilos,Right,2015,Korea,83,447,"1,393,387",MS,Men's Singles,,121 MPH,03:24,,MD,Men's Doubles,,,,
Kym,Jerome,J. Kym,atpk0ep,SUI,M,false,,atpk0ep.jpg,12 February 2003,"Rheinfelden, Switzerland","Mohlin, Switzerland"," 6' 6"" / 1.98 meters",192 lbs. / 87.1 kilos,Right,2019,Switzerland,1113,1522,"5,667",BS,Junior Boys' Singles,8,139 MPH,07:59,,,,,,,
Kyrgios,Nick,N. Kyrgios,atpke17,AUS,M,false,,atpke17.jpg,27 April 1995,"Canberra, Australia","Nassau, Bahamas"," 6' 4"" / 1.93 meters",187 lbs. / 84.8 kilos,Right,2013,Australia,95,227,"8,987,950",MS,Men's Singles,,135 MPH,01:47,https://images.usopen.org/ix-events-usta-players/action/atpke17.jpg,,,,,,
Laaksonen,Henri,H. Laaksonen,atpl949,SUI,M,false,,atpl949.jpg,31 March 1992,"Lohja, Finland","Glattpark, Switzerland"," 6' 1"" / 1.85 meters",172 lbs. / 78.0 kilos,Right,2009,Switzerland,119,0,"1,812,200",MS,Men's Singles,,130 MPH,13:52,,MQ,Men's Qual Singles,14,,,
Lacko,Lukas,L. Lacko,atpl797,SVK,M,false,,atpl797.jpg,03 November 1987,"Piestany, Slovakia","Bratislava, Slovakia"," 6' 2"" / 1.88 meters",192 lbs. / 87.1 kilos,Right,2005,Slovakia,177,483,"3,538,373",MQ,Men's Qual Singles,,-,01:20,,,,,,,
Lajal,Mark,M. Lajal,itf800424127,EST,M,false,,itf800424127.jpg, 0 ,,, ,,,,Estonia,,,,BS,Junior Boys' Singles,9,128 MPH,02:57,,BD,Junior Boys' Doubles,,,,
Lajovic,Dusan,D. Lajovic,atpl987,SRB,M,false,,atpl987.jpg,30 June 1990,"Belgrade, Serbia","Stara Pazova, Serbia"," 6' 0"" / 1.83 meters",183 lbs. / 83.0 kilos,Right,2007,Serbia,36,155,"6,834,489",MS,Men's Singles,,125 MPH,07:17,https://images.usopen.org/ix-events-usta-players/action/atpl987.jpg,MD,Men's Doubles,,,,
Lammons,Nathaniel,N. Lammons,atpli37,USA,M,false,,atpli37.jpg,12 August 1993,"Arlington, TX, USA","Dallas, TX, USA"," 5' 11"" / 1.80 meters",185 lbs. / 83.9 kilos,Right,2016,United States of America,1260,91,"191,353",MD,Men's Doubles,,-,03:36,,XD,Mixed Doubles,,,,
Lapthorne,Andy,A. Lapthorne,itf800277502,GBR,M,false,,itf800277502.jpg,11 October 1990,Hammersmith; Great Britain,Eastcote; Great Britain, ,,Left,,United Kingdom,3,2,,US,WC Quad Singles,,83 MPH,03:58,,UD,WC Quad Doubles,2,,,
Lawson,Alex,A. Lawson,atpl0ai,USA,M,false,,atpl0ai.jpg,31 January 1994,"Tempe, AZ, USA","Tempe, AZ, USA"," 6' 3"" / 1.91 meters",185 lbs. / 83.9 kilos,Left,,United States of America,0,114,"104,343",MD,Men's Doubles,,-,02:23,,,,,,,
Lehecka,Jiri,J. Lehecka,atpl0bv,CZE,M,false,,atpl0bv.jpg,08 November 2001,"Mlada Boleslav, Czech Republic","Knezmost, Czech Republic"," 6' 1"" / 1.85 meters",176 lbs. / 79.8 kilos,Right,,Czech Republic,201,289,"122,332",MQ,Men's Qual Singles,,-,05:47,,,,,,,
Lestienne,Constant,C. Lestienne,atplb66,FRA,M,false,,atplb66.jpg,23 May 1992,"Amiens, France","Amiens, France"," 5' 11"" / 1.80 meters",170 lbs. / 77.1 kilos,Right,2012,France,258,0,"565,073",MQ,Men's Qual Singles,,-,04:31,,,,,,,
Li,Christopher,C. Li,atpl0do,PER,M,false,,atpl0do.jpg, 0 ,,, ,,,,Peru,,,,BS,Junior Boys' Singles,,120 MPH,06:39,,BD,Junior Boys' Doubles,,BQ,Boys' Qual Singles,
Lilov,Victor,V. Lilov,atpl0g8,USA,M,false,,atpl0g8.jpg,11 February 2004,,, ,,,,United States of America,1831,0,414,BS,Junior Boys' Singles,6,123 MPH,07:26,,BD,Junior Boys' Doubles,6,,,
Londero,Juan Ignacio,J. Londero,atplb84,ARG,M,false,,atplb84.jpg,15 August 1993,"Jesus Maria, Argentina","Buenos Aires, Argentina"," 5' 11"" / 1.80 meters",154 lbs. / 69.9 kilos,Right,2010,Argentina,161,262,"1,964,601",MQ,Men's Qual Singles,31,-,01:17,,,,,,,
Lopez,Feliciano,F. Lopez,atpl397,ESP,M,false,,atpl397.jpg,20 September 1981,"Toledo, Spain","Madrid, Spain"," 6' 2"" / 1.88 meters",194 lbs. / 88.0 kilos,Left,1997,Spain,111,142,"18,179,330",MS,Men's Singles,,138 MPH,03:15,,,,,,,
Lopez,Marc,M. Lopez,atpl480,ESP,M,false,,atpl480.jpg,31 July 1982,"Barcelona, Spain","Barcelona, Spain"," 5' 9"" / 1.75 meters",161 lbs. / 73.0 kilos,Right,1999,Spain,0,553,"4,443,757",,,,-,-,,,,,,,
Lorenzi,Paolo,P. Lorenzi,atpl503,ITA,M,false,,atpl503.jpg,15 December 1981,"Rome, Italy","Sarasota, FL, USA"," 6' 0"" / 1.83 meters",172 lbs. / 78.0 kilos,Right,2003,Italy,234,267,"5,207,934",MQ,Men's Qual Singles,,-,04:13,,,,,,,
Loureiro,Joao Victor Couto,J. Loureiro,atpl0g5,BRA,M,false,,atpl0g5.jpg,28 March 2003,,, ,,,,Brazil,1562,0,516,BQ,Boys' Qual Singles,9,-,04:02,,,,,,,
Machac,Tomas,T. Machac,atpm0fh,CZE,M,false,,atpm0fh.jpg,13 October 2000,"Beroun, Czech Republic","Beroun, Czech Republic"," 6' 0"" / 1.83 meters",163 lbs. / 73.9 kilos,Right,2017,Czech Republic,143,1607,"324,936",MQ,Men's Qual Singles,22,-,01:36,,,,,,,
Maden,Yannick,Y. Maden,atpmh16,GER,M,false,,atpmh16.jpg,28 October 1989,"Stuttgart, Germany","Stuttgart, Germany"," 6' 1"" / 1.85 meters",155 lbs. / 70.3 kilos,Right,2013,Germany,240,538,"747,644",MQ,Men's Qual Singles,,-,02:09,,,,,,,
Mager,Gianluca,G. Mager,atpml57,ITA,M,false,,atpml57.jpg,01 December 1994,"Sanremo, Italy","Sanremo, Italy"," 6' 2"" / 1.88 meters",170 lbs. / 77.1 kilos,Right,2013,Italy,66,1546,"1,223,752",MS,Men's Singles,,135 MPH,04:24,,MD,Men's Doubles,,,,
Mahut,Nicolas,N. Mahut,atpm873,FRA,M,false,,atpm873.jpg,21 January 1982,"Angers, France","Boulogne-Billancourt, France"," 6' 3"" / 1.91 meters",181 lbs. / 82.1 kilos,Right,2000,France,401,3,"11,775,367",MD,Men's Doubles,3,-,06:49,,,,,,,
Majchrzak,Kamil,K. Majchrzak,atpmq75,POL,M,false,,atpmq75.jpg,13 January 1996,"Piotrkow Trybunalski, Poland","Piotrkow Trybunalski, Poland"," 5' 11"" / 1.80 meters",173 lbs. / 78.5 kilos,Right,2013,Poland,139,295,"1,212,683",MS,Men's Singles,,128 MPH,06:02,,MQ,Men's Qual Singles,4,,,
Mannarino,Adrian,A. Mannarino,atpme82,FRA,M,false,,atpme82.jpg,29 June 1988,"Soisy-sous-Montmorency, France","Valletta, Malta"," 5' 11"" / 1.80 meters",174 lbs. / 78.9 kilos,Left,2004,France,45,143,"8,421,841",MS,Men's Singles,,122 MPH,08:21,https://images.usopen.org/ix-events-usta-players/action/atpme82.jpg,MD,Men's Doubles,,,,
Manzanera Pertusa,Alejandro,A. Manzanera Pertusa,atpm0l2,ESP,M,false,,atpm0l2.jpg,08 April 2003,,, ,,,,Spain,1831,1681,946,BS,Junior Boys' Singles,14,121 MPH,01:33,,BD,Junior Boys' Doubles,,,,
Marach,Oliver,O. Marach,atpm760,AUT,M,false,,atpm760.jpg,16 July 1980,"Graz, Austria","Panama City, Panama"," 6' 1"" / 1.85 meters",187 lbs. / 84.8 kilos,Right,1998,Austria,0,50,"4,682,420",MD,Men's Doubles,,-,01:46,,,,,,,
Marchenko,Illya,I. Marchenko,atpme89,UKR,M,false,,atpme89.jpg,08 September 1987,"Dneprodzerzhinsk, Ukraine","Donetsk, Ukraine"," 6' 1"" / 1.85 meters",191 lbs. / 86.6 kilos,Right,2006,Ukraine,155,390,"2,237,626",MQ,Men's Qual Singles,32,-,05:04,,,,,,,
Marcora,Roberto,R. Marcora,atpmj01,ITA,M,false,,atpmj01.jpg,30 August 1989,"Busto Arsizio, Italy","Busto Arsizio, Italy"," 6' 4"" / 1.93 meters",187 lbs. / 84.8 kilos,Right,2009,Italy,206,0,"453,553",MQ,Men's Qual Singles,,-,04:19,,,,,,,
Marterer,Maximilian,M. Marterer,atpmn13,GER,M,false,,atpmn13.jpg,15 June 1995,"Nuremberg, Germany","Stein, Germany"," 6' 2"" / 1.88 meters",169 lbs. / 76.7 kilos,Left,2015,Germany,197,0,"1,690,561",MS,Men's Singles,,130 MPH,09:25,,MQ,Men's Qual Singles,,,,
Martin,Fabrice,F. Martin,atpme04,FRA,M,false,,atpme04.jpg,11 September 1986,"Bayonne, France","Bradenton, FL, USA"," 6' 6"" / 1.98 meters",220 lbs. / 99.8 kilos,Right,2006,France,0,39,"1,672,196",MD,Men's Doubles,,-,07:53,,XD,Mixed Doubles,,,,
Martinez,Pedro,P. Martinez,atpmo44,ESP,M,false,,atpmo44.jpg,26 April 1997,"Alzira, Spain","Valencia, Spain"," 6' 1"" / 1.85 meters",168 lbs. / 76.2 kilos,Right,2016,Spain,59,88,"1,594,142",MS,Men's Singles,,122 MPH,08:39,,MD,Men's Doubles,,,,
Masur,Daniel,D. Masur,atpmn20,GER,M,false,,atpmn20.jpg,06 November 1994,"Bueckeburg, Germany","Munich, Germany"," 6' 0"" / 1.83 meters",172 lbs. / 78.0 kilos,Right,2013,Germany,222,187,"434,717",MQ,Men's Qual Singles,,-,00:56,,,,,,,
Maxted,Lui,L. Maxted,itf800491690,GBR,M,false,,itf800491690.jpg, 0 ,,, ,,,,United Kingdom,,,,BS,Junior Boys' Singles,,128 MPH,03:04,,BD,Junior Boys' Doubles,,,,
Mayer,Leonardo,L. Mayer,atpmd56,ARG,M,false,,atpmd56.jpg,15 May 1987,"Corrientes, Argentina","Buenos Aires, Argentina"," 6' 3"" / 1.91 meters",176 lbs. / 79.8 kilos,Right,2003,Argentina,260,188,"7,035,089",,,,-,-,,,,,,,
Mayo,Aidan,A. Mayo,atpm0nb,USA,M,false,,atpm0nb.jpg,14 May 2003,,, ,,,,United States of America,1351,0,"1,344",BS,Junior Boys' Singles,,116 MPH,03:09,,,,,,,
McDonald,Mackenzie,M. McDonald,atpmk66,USA,M,false,,atpmk66.jpg,16 April 1995,"Piedmont, CA, USA","Orlando, FL, USA"," 5' 10"" / 1.78 meters",160 lbs. / 72.6 kilos,Right,2016,United States of America,58,232,"2,455,338",MS,Men's Singles,,124 MPH,07:45,,MD,Men's Doubles,,,,
McLachlan,Ben,B. McLachlan,atpmo07,JPN,M,false,,atpmo07.jpg,10 May 1992,"Queenstown, New Zealand","Queenstown, New Zealand"," 6' 1"" / 1.85 meters",176 lbs. / 79.8 kilos,Right,2014,Japan,0,35,"1,174,786",MD,Men's Doubles,11,-,07:00,,XD,Mixed Doubles,6,,,
Medvedev,Daniil,D. Medvedev,atpmm58,RUS,M,true,2,atpmm58.jpg,11 February 1996,"Moscow, Russia","Monte Carlo, Monaco"," 6' 6"" / 1.98 meters",182 lbs. / 82.6 kilos,Right,2014,Russia,2,285,"19,793,705",MS,Men's Singles,2,131 MPH,14:06,https://images.usopen.org/ix-events-usta-players/action/atpmm58.jpg,,,,,,
Mektic,Nikola,N. Mektic,atpmf09,CRO,M,false,,atpmf09.jpg,24 December 1988,"Zagreb, Croatia","Freeport, Bahamas"," 6' 0"" / 1.83 meters",174 lbs. / 78.9 kilos,Right,2008,Croatia,0,2,"3,058,308",MD,Men's Doubles,1,-,01:16,,,,,,,
Meligeni Rodrigues Alves,Felipe,F. Meligeni Rodrigues Alves,atpmw75,BRA,M,false,,atpmw75.jpg,19 February 1998,"Campinas, Brazil",Campinas," 6' 1"" / 1.85 meters",173 lbs. / 78.5 kilos,Right,,Brazil,194,85,"247,074",MQ,Men's Qual Singles,,-,01:59,,,,,,,
Melo,Marcelo,M. Melo,atpm919,BRA,M,false,,atpm919.jpg,23 September 1983,"Belo Horizonte, Brazil","Belo Horizonte, Brazil"," 6' 8"" / 2.03 meters",207 lbs. / 93.9 kilos,Right,1998,Brazil,0,18,"7,351,861",MD,Men's Doubles,9,-,03:13,,XD,Mixed Doubles,4,,,
Melzer,Jurgen,J. Melzer,atpm762,AUT,M,false,,atpm762.jpg,22 May 1981,"Vienna, Austria","Deutsch-Wagram, Austria"," 6' 0"" / 1.83 meters",176 lbs. / 79.8 kilos,Left,1999,Austria,1546,32,"10,733,420",MD,Men's Doubles,,-,01:56,,,,,,,
Mena,Facundo,F. Mena,atpmj98,ARG,M,false,,atpmj98.jpg,22 September 1992,"Buenos Aires, Argentina",Argentina," 6' 0"" / 1.83 meters",176 lbs. / 79.8 kilos,Right,,Argentina,322,226,"268,171",MQ,Men's Qual Singles,,-,02:08,,,,,,,
Menezes,Joao,J. Menezes,atpmn70,BRA,M,false,,atpmn70.jpg,17 December 1996,"Uberaba, Brazil","Itajai, Brazil"," 6' 1"" / 1.85 meters",185 lbs. / 83.9 kilos,Right,2014,Brazil,223,242,"306,657",MQ,Men's Qual Singles,,-,03:29,,,,,,,
Mensik,Jakub,J. Mensik,itf800503569,CZE,M,false,,itf800503569.jpg, 0 ,,, ,,,,Czech Republic,,,,BS,Junior Boys' Singles,,126 MPH,09:54,,BD,Junior Boys' Doubles,,BQ,Boys' Qual Singles,6
Merida Aguilar,Daniel,D. Merida Aguilar,atpm0n7,ESP,M,false,,atpm0n7.jpg,26 September 2004,MADRID,ALICANTE," 6' 2"" / 1.88 meters",176 lbs. / 79.8 kilos,Right,,Spain,1337,0,"1,754",BS,Junior Boys' Singles,,121 MPH,05:53,,BD,Junior Boys' Doubles,,,,
Middelkoop,Matwe,M. Middelkoop,atpmb88,NED,M,false,,atpmb88.jpg,03 September 1983,"Leerdam, The Netherlands","Breda, The Netherlands"," 6' 3"" / 1.91 meters",187 lbs. / 84.8 kilos,Right,2002,Netherlands,0,27,"1,375,651",MD,Men's Doubles,,-,03:20,,XD,Mixed Doubles,,,,
Mies,Andreas,A. Mies,atpmj40,GER,M,false,,atpmj40.jpg,21 August 1990,"Cologne, Germany","Cologne, Germany"," 6' 2"" / 1.88 meters",185 lbs. / 83.9 kilos,Right,2013,Germany,0,34,"1,201,318",MD,Men's Doubles,15,-,05:03,,,,,,,
Millman,John,J. Millman,atpmh30,AUS,M,false,,atpmh30.jpg,14 June 1989,"Brisbane, Australia","Brisbane, Australia"," 6' 0"" / 1.83 meters",174 lbs. / 78.9 kilos,Right,2006,Australia,43,185,"4,646,409",MS,Men's Singles,,122 MPH,04:41,https://images.usopen.org/ix-events-usta-players/action/atpmh30.jpg,MD,Men's Doubles,,,,
Milojevic,Nikola,N. Milojevic,atpmm66,SRB,M,false,,atpmm66.jpg,19 June 1995,"Belgrade, Serbia","Belgrade, Serbia"," 6' 2"" / 1.88 meters",168 lbs. / 76.2 kilos,Right,2013,Serbia,152,959,"831,999",MQ,Men's Qual Singles,,-,01:24,,,,,,,
Mmoh,Michael,M. Mmoh,atpmp01,USA,M,false,,atpmp01.jpg,10 January 1998,"Riyadh, Saudi Arabia","Bradenton, FL, USA"," 6' 2"" / 1.88 meters",198 lbs. / 89.8 kilos,Right,2016,United States of America,231,335,"1,157,692",MD,Men's Doubles,,-,04:24,,MQ,Men's Qual Singles,,,,
Molcan,Alex,A. Molcan,atpmv14,SVK,M,false,,atpmv14.jpg,01 December 1997,"Presov, Slovakia","Bratislava, Slovakia"," 5' 10"" / 1.78 meters",161 lbs. / 73.0 kilos,Left,2015,Slovakia,117,287,"410,922",MS,Men's Singles,,127 MPH,13:00,,MQ,Men's Qual Singles,18,,,
Moller,Elmer,E. Moller,atpm0k4,DEN,M,false,,atpm0k4.jpg,09 July 2003,,, ,,,,Denmark,1921,0,742,BQ,Boys' Qual Singles,12,-,02:03,,,,,,,
Molteni,Andres,A. Molteni,atpme56,ARG,M,false,,atpme56.jpg,15 March 1988,"Buenos Aires, Argentina","Buenos Aires, Argentina"," 5' 11"" / 1.80 meters",154 lbs. / 69.9 kilos,Right,2005,Argentina,0,63,"985,758",MD,Men's Doubles,,-,05:32,,,,,,,
Monferrer,Ezequiel,E. Monferrer,atpm0ig,ARG,M,false,,atpm0ig.jpg, 0 ,,, ,,,,Argentina,,,,BQ,Boys' Qual Singles,,-,01:27,,,,,,,
Monfils,Gael,G. Monfils,atpmc65,FRA,M,true,17,atpmc65.jpg,01 September 1986,"Paris, France",Switzerland," 6' 4"" / 1.93 meters",187 lbs. / 84.8 kilos,Right,2004,France,20,0,"19,971,577",MS,Men's Singles,17,135 MPH,08:08,https://images.usopen.org/ix-events-usta-players/action/atpmc65.jpg,,,,,,
Monroe,Nicholas,N. Monroe,atpmb49,USA,M,false,,atpmb49.jpg,12 April 1982,"Oklahoma City, OK, USA","Austin, TX, USA"," 5' 10"" / 1.78 meters",168 lbs. / 76.2 kilos,Right,2004,United States of America,0,94,"1,422,894",MD,Men's Doubles,,-,02:48,,XD,Mixed Doubles,,,,
Monteiro,Thiago,T. Monteiro,atpmj08,BRA,M,false,,atpmj08.jpg,31 May 1994,"Fortaleza, Brazil","Fortaleza, Brazil"," 6' 0"" / 1.83 meters",172 lbs. / 78.0 kilos,Left,2011,Brazil,92,158,"2,143,349",MS,Men's Singles,,131 MPH,05:47,,MD,Men's Doubles,,,,
Moraing,Mats,M. Moraing,atpmj71,GER,M,false,,atpmj71.jpg,20 June 1992,"Mulheim an der Ruhr, Germany","Mulheim an der Ruhr, Germany"," 6' 6"" / 1.98 meters",185 lbs. / 83.9 kilos,Left,2013,Germany,193,526,"453,766",MQ,Men's Qual Singles,,-,05:15,,,,,,,
Moreno De Alboran,Nicolas,N. Moreno de Alboran,atpmw18,USA,M,false,,atpmw18.jpg,14 July 1997,New York City,Spain," 6' 1"" / 1.85 meters",180 lbs. / 81.6 kilos,Right,,United States of America,343,518,"57,547",MQ,Men's Qual Singles,,-,01:38,,,,,,,
Moriya,Hiroki,H. Moriya,atpmi01,JPN,M,false,,atpmi01.jpg,16 October 1990,"Tokyo, Japan","Tokyo, Japan"," 5' 6"" / 1.68 meters",143 lbs. / 64.9 kilos,Right,,Japan,282,833,"879,067",,,,-,-,,,,,,,
Moroni,Gian Marco,G. Moroni,atpmp83,ITA,M,false,,atpmp83.jpg,13 February 1998,"Rome, Italy","Roquebrune-Cap-Martin, France"," 6' 1"" / 1.85 meters",179 lbs. / 81.2 kilos,Right,2018,Italy,210,505,"236,747",MQ,Men's Qual Singles,,-,02:53,,,,,,,
Moutet,Corentin,C. Moutet,atpmw02,FRA,M,false,,atpmw02.jpg,19 April 1999,"Paris, France","Paris, France"," 5' 9"" / 1.75 meters",156 lbs. / 70.8 kilos,Left,2016,France,93,0,"1,923,053",MS,Men's Singles,,130 MPH,06:04,,,,,,,
Muller,Alexandre,A. Muller,atpmp20,FRA,M,false,,atpmp20.jpg,01 February 1997,"Poissy, France","Aix-en-Provence, France"," 6' 0"" / 1.83 meters",165 lbs. / 74.8 kilos,Right,2014,France,192,463,"467,271",MQ,Men's Qual Singles,,-,01:19,,,,,,,
Munar,Jaume,J. Munar,atpmu94,ESP,M,false,,atpmu94.jpg,05 May 1997,"Santanyi, Mallorca, Spain","Santanyi, Mallorca, Spain"," 6' 0"" / 1.83 meters",168 lbs. / 76.2 kilos,Right,2014,Spain,64,174,"2,136,766",MS,Men's Singles,,136 MPH,04:08,,MD,Men's Doubles,,,,
Murray,Andy,A. Murray,atpmc10,GBR,M,false,,atpmc10.jpg,15 May 1987,"Glasgow, Scotland","Surrey, England"," 6' 3"" / 1.91 meters",181 lbs. / 82.1 kilos,Right,2005,United Kingdom,116,194,"62,134,682",MS,Men's Singles,,130 MPH,04:49,,,,,,,
